C:\Users\Baoco\Desktop\data\IMG\center_2017_04_26_22_32_54_460.jpg,C:\Users\Baoco\Desktop\data\IMG\left_2017_04_26_22_32_54_460.jpg,C:\Users\Baoco\Desktop\data\IMG\right_2017_04_26_22_32_54_460.jpg,0,1,0,23.55595
C:\Users\Baoco\Desktop\data\IMG\center_2017_04_26_22_32_54_528.jpg,C:\Users\Baoco\Desktop\data\IMG\left_2017_04_26_22_32_54_528.jpg,C:\Users\Baoco\Desktop\data\IMG\right_2017_04_26_22_32_54_528.jpg,0,1,0,24.13191
C:\Users\Baoco\Desktop\data\IMG\center_2017_04_26_22_32_54_601.jpg,C:\Users\Baoco\Desktop\data\IMG\left_2017_04_26_22_32_54_601.jpg,C:\Users\Baoco\Desktop\data\IMG\right_2017_04_26_22_32_54_601.jpg,0,1,0,24.90698
C:\Users\Baoco\Desktop\data\IMG\center_2017_04_26_22_32_54_668.jpg,C:\Users\Baoco\Desktop\data\IMG\left_2017_04_26_22_32_54_668.jpg,C:\Users\Baoco\Desktop\data\IMG\right_2017_04_26_22_32_54_668.jpg,0,1,0,25.48366
C:\Users\Baoco\Desktop\data\IMG\center_2017_04_26_22_32_54_735.jpg,C:\Users\Baoco\Desktop\data\IMG\left_2017_04_26_22_32_54_735.jpg,C:\Users\Baoco\Desktop\data\IMG\right_2017_04_26_22_32_54_735.jpg,0,1,0,26.24569
C:\Users\Baoco\Desktop\data\IMG\center_2017_04_26_22_32_54_804.jpg,C:\Users\Baoco\Desktop\data\IMG\left_2017_04_26_22_32_54_804.jpg,C:\Users\Baoco\Desktop\data\IMG\right_2017_04_26_22_32_54_804.jpg,-0.15,1,0,26.80484
C:\Users\Baoco\Desktop\data\IMG\center_2017_04_26_22_32_54_871.jpg,C:\Users\Baoco\Desktop\data\IMG\left_2017_04_26_22_32_54_871.jpg,C:\Users\Baoco\Desktop\data\IMG\right_2017_04_26_22_32_54_871.jpg,-0.35,1,0,27.48933
C:\Users\Baoco\Desktop\data\IMG\center_2017_04_26_22_32_54_938.jpg,C:\Users\Baoco\Desktop\data\IMG\left_2017_04_26_22_32_54_938.jpg,C:\Users\Baoco\Desktop\data\IMG\right_2017_04_26_22_32_54_938.jpg,-0.5000001,1,0,27.94427
C:\Users\Baoco\Desktop\data\IMG\center_2017_04_26_22_32_55_011.jpg,C:\Users\Baoco\Desktop\data\IMG\left_2017_04_26_22_32_55_011.jpg,C:\Users\Baoco\Desktop\data\IMG\right_2017_04_26_22_32_55_011.jpg,-0.4690244,1,0,28.54301
C:\Users\Baoco\Desktop\data\IMG\center_2017_04_26_22_32_55_080.jpg,C:\Users\Baoco\Desktop\data\IMG\left_2017_04_26_22_32_55_080.jpg,C:\Users\Baoco\Desktop\data\IMG\right_2017_04_26_22_32_55_080.jpg,-0.2771753,1,0,29.09565
C:\Users\Baoco\Desktop\data\IMG\center_2017_04_26_22_32_55_148.jpg,C:\Users\Baoco\Desktop\data\IMG\left_2017_04_26_22_32_55_148.jpg,C:\Users\Baoco\Desktop\data\IMG\right_2017_04_26_22_32_55_148.jpg,-0.1098037,1,0,29.65475
C:\Users\Baoco\Desktop\data\IMG\center_2017_04_26_22_32_55_231.jpg,C:\Users\Baoco\Desktop\data\IMG\left_2017_04_26_22_32_55_231.jpg,C:\Users\Baoco\Desktop\data\IMG\right_2017_04_26_22_32_55_231.jpg,0,1,0,30.18768
C:\Users\Baoco\Desktop\data\IMG\center_2017_04_26_22_32_55_299.jpg,C:\Users\Baoco\Desktop\data\IMG\left_2017_04_26_22_32_55_299.jpg,C:\Users\Baoco\Desktop\data\IMG\right_2017_04_26_22_32_55_299.jpg,-0.05,1,0,30.19029
C:\Users\Baoco\Desktop\data\IMG\center_2017_04_26_22_32_55_370.jpg,C:\Users\Baoco\Desktop\data\IMG\left_2017_04_26_22_32_55_370.jpg,C:\Users\Baoco\Desktop\data\IMG\right_2017_04_26_22_32_55_370.jpg,-0.25,1,0,30.18016
C:\Users\Baoco\Desktop\data\IMG\center_2017_04_26_22_32_55_438.jpg,C:\Users\Baoco\Desktop\data\IMG\left_2017_04_26_22_32_55_438.jpg,C:\Users\Baoco\Desktop\data\IMG\right_2017_04_26_22_32_55_438.jpg,-0.4,1,0,30.16161
C:\Users\Baoco\Desktop\data\IMG\center_2017_04_26_22_32_55_507.jpg,C:\Users\Baoco\Desktop\data\IMG\left_2017_04_26_22_32_55_507.jpg,C:\Users\Baoco\Desktop\data\IMG\right_2017_04_26_22_32_55_507.jpg,-0.2705704,1,0,30.1873
C:\Users\Baoco\Desktop\data\IMG\center_2017_04_26_22_32_55_578.jpg,C:\Users\Baoco\Desktop\data\IMG\left_2017_04_26_22_32_55_578.jpg,C:\Users\Baoco\Desktop\data\IMG\right_2017_04_26_22_32_55_578.jpg,-0.03692681,1,0,30.19012
C:\Users\Baoco\Desktop\data\IMG\center_2017_04_26_22_32_55_651.jpg,C:\Users\Baoco\Desktop\data\IMG\left_2017_04_26_22_32_55_651.jpg,C:\Users\Baoco\Desktop\data\IMG\right_2017_04_26_22_32_55_651.jpg,0,1,0,30.18937
C:\Users\Baoco\Desktop\data\IMG\center_2017_04_26_22_32_55_722.jpg,C:\Users\Baoco\Desktop\data\IMG\left_2017_04_26_22_32_55_722.jpg,C:\Users\Baoco\Desktop\data\IMG\right_2017_04_26_22_32_55_722.jpg,0,1,0,30.19006
C:\Users\Baoco\Desktop\data\IMG\center_2017_04_26_22_32_55_792.jpg,C:\Users\Baoco\Desktop\data\IMG\left_2017_04_26_22_32_55_792.jpg,C:\Users\Baoco\Desktop\data\IMG\right_2017_04_26_22_32_55_792.jpg,0,1,0,30.19028
C:\Users\Baoco\Desktop\data\IMG\center_2017_04_26_22_32_55_862.jpg,C:\Users\Baoco\Desktop\data\IMG\left_2017_04_26_22_32_55_862.jpg,C:\Users\Baoco\Desktop\data\IMG\right_2017_04_26_22_32_55_862.jpg,0,1,0,30.19049
C:\Users\Baoco\Desktop\data\IMG\center_2017_04_26_22_32_55_933.jpg,C:\Users\Baoco\Desktop\data\IMG\left_2017_04_26_22_32_55_933.jpg,C:\Users\Baoco\Desktop\data\IMG\right_2017_04_26_22_32_55_933.jpg,0,1,0,30.19027
C:\Users\Baoco\Desktop\data\IMG\center_2017_04_26_22_32_56_004.jpg,C:\Users\Baoco\Desktop\data\IMG\left_2017_04_26_22_32_56_004.jpg,C:\Users\Baoco\Desktop\data\IMG\right_2017_04_26_22_32_56_004.jpg,0,1,0,30.19029
C:\Users\Baoco\Desktop\data\IMG\center_2017_04_26_22_32_56_077.jpg,C:\Users\Baoco\Desktop\data\IMG\left_2017_04_26_22_32_56_077.jpg,C:\Users\Baoco\Desktop\data\IMG\right_2017_04_26_22_32_56_077.jpg,0,1,0,30.19081
C:\Users\Baoco\Desktop\data\IMG\center_2017_04_26_22_32_56_150.jpg,C:\Users\Baoco\Desktop\data\IMG\left_2017_04_26_22_32_56_150.jpg,C:\Users\Baoco\Desktop\data\IMG\right_2017_04_26_22_32_56_150.jpg,0,1,0,30.19035
C:\Users\Baoco\Desktop\data\IMG\center_2017_04_26_22_32_56_221.jpg,C:\Users\Baoco\Desktop\data\IMG\left_2017_04_26_22_32_56_221.jpg,C:\Users\Baoco\Desktop\data\IMG\right_2017_04_26_22_32_56_221.jpg,0,1,0,30.19032
